,id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,occupancy_rate
16991,685345918736969292,Rental unit in Madrid · ★4.0 · 3 bedrooms · 6 beds · 1 bath,375299056,Angel,San Blas - Canillejas,Simancas,40.43026,-3.62767,Entire home/apt,1500,7,4,2022-11-04,0.44,1,2,4,0.9945205479452055
16995,685363193327124934,Rental unit in Madrid · ★5.0 · 4 bedrooms · 4 beds · 2.5 baths,596469,Gabriel Avalos,Chamberí,Vallehermoso,40.43966,-3.70921,Entire home/apt,188,1,8,2023-05-06,0.84,23,171,8,0.5315068493150685
16999,685383381410935176,Rental unit in Madrid · ★4.75 · 2 bedrooms · 4 beds · 1 bath,377605855,Marco,Salamanca,Guindalera,40.43767,-3.6739,Entire home/apt,153,1,12,2023-05-21,1.24,266,90,12,0.7534246575342466
17006,685385667518788342,Rental unit in Madrid · ★4.50 · 1 bedroom · 2 beds · 1 bath,377605855,Marco,Centro,Justicia,40.42542,-3.69578,Entire home/apt,86,1,4,2023-03-29,0.41,266,22,4,0.9397260273972603
17008,684479764152213799,Rental unit in Madrid · ★4.88 · 4 bedrooms · 4 baths,291253690,Fran Y Marta,Arganzuela,Imperial,40.41241,-3.72145,Entire home/apt,353,1,26,2023-05-31,2.72,180,247,26,0.3232876712328767
17009,685386666524730319,Rental unit in Madrid · ★4.54 · 5 bedrooms · 8 beds · 3.5 baths,377605855,Marco,Centro,Justicia,40.42175,-3.70004,Entire home/apt,580,1,26,2023-06-04,2.53,266,161,26,0.5589041095890411
17012,685387396433060674,Rental unit in Madrid · ★4.33 · 2 bedrooms · 4 beds · 2 baths,377605855,Marco,Centro,Cortes,40.41154,-3.69661,Entire home/apt,168,1,24,2023-05-29,2.71,266,172,24,0.5287671232876713
17013,685388006873710183,Rental unit in Madrid · ★4.0 · Studio · 1 bed · 1 bath,377605855,Marco,Salamanca,Lista,40.43132,-3.67435,Entire home/apt,109,1,12,2023-04-28,1.27,266,180,12,0.5068493150684932
17014,685388827840030724,Rental unit in Madrid · ★4.11 · 2 bedrooms · 4 beds · 1 bath,377605855,Marco,Salamanca,Lista,40.43589,-3.67878,Entire home/apt,109,1,9,2023-01-03,0.95,266,95,9,0.7397260273972602
17017,685389289653693143,Rental unit in Madrid · ★4.72 · 1 bedroom · 3 beds · 1 bath,377605855,Marco,Salamanca,Goya,40.42751,-3.67411,Entire home/apt,152,1,29,2023-05-29,2.98,266,164,29,0.5506849315068493
17018,685390800938747698,Rental unit in Madrid · ★4.28 · 1 bedroom · 2 beds · 1 bath,377605855,Marco,Centro,Justicia,40.42197,-3.69802,Entire home/apt,106,1,18,2023-05-16,2.01,266,175,18,0.5205479452054794
17022,685391582069307502,Rental unit in Madrid · ★4.44 · Studio · 1 bed · 1 bath,377605855,Marco,Centro,Cortes,40.41448,-3.70023,Entire home/apt,95,1,32,2023-05-28,3.19,266,171,32,0.5315068493150685
17024,685393773306660967,Rental unit in Madrid · ★4.33 · Studio · 1 bed · 1 bath,377605855,Marco,Centro,Cortes,40.41437,-3.70216,Entire home/apt,81,1,24,2023-05-27,2.44,266,164,24,0.5506849315068493
17025,685393851899021904,Rental unit in Madrid · ★4.39 · Studio · 1 bed · 1 bath,377605855,Marco,Centro,Cortes,40.41441,-3.70002,Entire home/apt,112,1,28,2023-05-19,2.96,266,140,28,0.6164383561643836
17026,685393916897114924,Rental unit in Madrid · ★4.35 · Studio · 1 bed · 1 bath,377605855,Marco,Centro,Cortes,40.41321,-3.70048,Entire home/apt,77,1,26,2023-05-25,2.79,266,182,26,0.5013698630136987
17027,684517969486992644,Rental unit in Madrid · 1 bedroom · 1 bed · 1.5 baths,434208714,Blueground,Chamartín,El Viso,40.4429786,-3.6798439,Entire home/apt,96,30,1,2022-12-23,0.18,145,312,1,0.14520547945205478
17028,685393998423769993,Rental unit in Madrid · ★3.73 · Studio · 1 bed · 1 bath,377605855,Marco,Centro,Cortes,40.41506,-3.70091,Entire home/apt,100,1,11,2023-05-02,1.09,266,187,11,0.4876712328767123
17029,685394556485063099,Rental unit in Madrid · ★4.42 · Studio · 1 bed · 1 bath,377605855,Marco,Salamanca,Lista,40.4314,-3.67584,Entire home/apt,130,1,12,2023-05-21,1.3,266,177,12,0.5150684931506849
17030,684519780313173993,Condo in Madrid · 1 bedroom · 1 bed · 1 bath,471977881,Rodrigo,Centro,Palacio,40.41482,-3.7093,Entire home/apt,65,30,1,2022-10-31,0.13,150,7,1,0.9808219178082191
17032,685449921394555561,Rental unit in Madrid · ★4.95 · 1 bedroom · 1 bed · 1 bath,473125666,Abdullah,Centro,Embajadores,40.41166,-3.70258,Entire home/apt,130,3,42,2023-06-05,4.34,3,198,42,0.4575342465753425
17034,685456346921259460,Rental unit in Madrid · 1 bedroom · 1 bed · 1 bath,109447199,Dani Jorge,Arganzuela,Imperial,40.4048,-3.7128,Private room,24,20,2,2023-06-06,0.59,6,0,2,1.0
17036,685514640358934231,Rental unit in Madrid · ★4.31 · 1 bedroom · 1 bed · 1 bath,472471361,Mar Y Ana,Centro,Universidad,40.42212,-3.70235,Entire home/apt,98,3,13,2023-05-24,1.54,12,319,13,0.12602739726027398
17038,685520682410658862,Rental unit in Madrid · ★4.31 · 1 bedroom · 1 bed · 1 bath,472471361,Mar Y Ana,Centro,Universidad,40.42221,-3.70217,Entire home/apt,98,4,13,2023-04-04,1.46,12,324,13,0.11232876712328767
17039,684574484514831550,Rental unit in Madrid · 1 bedroom · 1 bed · 1 bath,74262308,Danil,Chamartín,El Viso,40.44229,-3.68078,Entire home/apt,118,10,1,2023-01-07,0.19,1,43,1,0.8821917808219178
17046,685879098807431911,Rental unit in Madrid · ★4.67 · 1 bedroom · 2 beds · 1 bath,105708985,Rafael,Centro,Universidad,40.4222452,-3.7055364,Entire home/apt,77,90,3,2023-02-03,0.31,26,313,3,0.14246575342465753
17047,684687808592442737,Rental unit in Madrid · 2 bedrooms · 3 beds · 1 bath,56009371,Guiomar,Salamanca,Recoletos,40.42337,-3.68706,Entire home/apt,180,7,1,2022-09-13,0.11,2,0,1,1.0
17049,685886250419332299,Rental unit in Madrid · ★3.44 · 2 bedrooms · 4 beds · 1 bath,377605855,Marco,Centro,Embajadores,40.41042,-3.70414,Entire home/apt,123,1,9,2023-04-07,1.17,266,174,9,0.5232876712328767
17050,684757439082280647,Rental unit in Madrid · ★4.92 · 1 bedroom · 2 beds · 1 shared bath,49859132,Marta,Centro,Embajadores,40.41075,-3.69998,Private room,48,2,26,2023-04-28,2.85,1,0,26,1.0
17052,684919804977816983,Rental unit in Madrid · ★4.33 · 1 bedroom · 1 bed · 1 bath,430705505,Paula,Centro,Palacio,40.41714012963185,-3.715280360815245,Entire home/apt,120,2,12,2023-05-21,1.43,1,219,12,0.4
17053,685905174551826949,Rental unit in Madrid · ★4.25 · 3 bedrooms · 3 beds · 3 baths,5144517,Fernando Swindontravelers,Salamanca,Castellana,40.43164,-3.68551,Entire home/apt,320,5,4,2023-04-10,0.39,9,60,4,0.8356164383561644
17058,685907093720875963,Rental unit in Madrid · ★4.68 · 4 bedrooms · 11 beds · 2 baths,24509668,Carlos,Centro,Cortes,40.41479,-3.70164,Entire home/apt,276,2,62,2023-05-17,6.67,3,78,62,0.7863013698630137
17061,687036618404748785,Condo in Madrid · ★4.80 · 1 bedroom · 1 bed · 2 shared baths,156161164,Zhiyong,Latina,Lucero,40.4040149,-3.7555908,Private room,29,1,30,2023-05-30,2.98,3,129,30,0.6465753424657534
17062,685908445542719961,Rental unit in Madrid · ★4.71 · 2 bedrooms · 2 beds · 1 bath,71109150,Jose Manuel,Villaverde,San Cristobal,40.34388,-3.68537,Entire home/apt,85,2,7,2022-12-18,0.7,1,0,7,1.0
17064,687054251645797647,Loft in Madrid · ★4.96 · 1 bedroom · 1 bed · 1 bath,22041849,Anabel,Centro,Palacio,40.42275,-3.71082,Entire home/apt,55,30,26,2023-04-30,2.94,1,252,26,0.3095890410958904
17066,687073702690354418,Rental unit in Madrid · ★3.90 · 1 bedroom · 1 bed · 1 shared bath,436119926,Joe,Centro,Sol,40.41734719999999,-3.7080511,Private room,55,1,30,2023-05-19,2.95,4,88,30,0.7589041095890411
17071,687391700326017150,Rental unit in Madrid · ★4.82 · 1 bedroom · 2 beds · 1 bath,204406531,Carlos,San Blas - Canillejas,Rejas,40.443715,-3.5833652,Entire home/apt,75,1,61,2023-06-06,6.02,6,328,61,0.10136986301369863
17072,687414686634484145,Townhouse in Madrid · ★5.0 · 1 bedroom · 1 bed · 2 shared baths,156858335,Maria Concepcion,Vicálvaro,Ambroz,40.40801,-3.60157,Private room,36,1,36,2023-05-21,3.86,3,344,36,0.057534246575342465
17073,687467560419345555,Rental unit in Madrid · ★4.40 · 1 bedroom · 1 bed · 1 shared bath,473601327,Justine,Centro,Embajadores,40.40865,-3.69788,Private room,34,1,10,2023-06-07,1.04,1,45,10,0.8767123287671232
17077,685934930461398021,Loft in Madrid · ★4.69 · 1 bedroom · 1 bed · 1 bath,475251904,Alina,Salamanca,Guindalera,40.4312991,-3.665829499999999,Entire home/apt,105,2,58,2023-05-17,5.8,1,70,58,0.8082191780821918
17078,687479714668348756,Rental unit in Madrid · ★5.0 · 3 bedrooms · 4 beds · 2 baths,10106547,Pierre,Centro,Palacio,40.41505,-3.70823,Entire home/apt,178,28,4,2023-05-24,0.39,2,293,4,0.19726027397260273
17079,685950385700286470,Rental unit in Madrid · ★4.50 · 2 bedrooms · 4 beds · 1 bath,467778929,Majapoz Inversiones,Centro,Palacio,40.42011,-3.71141,Entire home/apt,135,3,24,2023-04-19,2.65,1,31,24,0.915068493150685
17083,687604598056020167,Rental unit in Madrid · ★4.71 · 1 bedroom · 1 bed · 1 shared bath,63235711,Sonia,Tetuán,Cuatro Caminos,40.45178,-3.70018,Private room,25,2,34,2023-05-21,3.66,4,0,34,1.0
17087,688047317652998064,Rental unit in Madrid · ★4.88 · 1 bedroom · 1 bed · 1 bath,9998218,Havi,Centro,Universidad,40.4251,-3.70237,Entire home/apt,100,2,24,2023-05-14,2.66,2,0,24,1.0
17088,685975825888524373,Rental unit in Madrid · ★4.66 · 1 bedroom · 1 bed · 1.5 baths,59485654,Gerard,Arganzuela,Acacias,40.40465227564366,-3.7038280312133742,Entire home/apt,57,3,41,2023-06-06,4.46,2,82,41,0.7753424657534247
17090,688090658796616474,Rental unit in Madrid · ★4.60 · 2 bedrooms · 2 beds · 1 bath,105375130,Jhon Sebastian,Centro,Sol,40.41945,-3.70614,Entire home/apt,109,1,65,2023-06-03,7.36,1,241,65,0.33972602739726027
17093,688111694303488643,Rental unit in Madrid · 1 bedroom · 1 bed · 1 bath,331982718,Gema,Tetuán,Castillejos,40.46002,-3.69863,Entire home/apt,67,29,1,2022-10-13,0.12,22,344,1,0.057534246575342465
17094,686067895855647611,Rental unit in Madrid · ★4.86 · 1 bedroom · 2 beds · 1 shared bath,62496596,Esther,Chamberí,Rios Rosas,40.44227,-3.69491,Shared room,40,1,7,2023-03-05,0.75,1,344,7,0.057534246575342465
17096,688146780238385669,Condo in Madrid · ★4.88 · 2 bedrooms · 2 beds · 2 baths,473747605,Jose,Chamberí,Gaztambide,40.43275,-3.71344,Entire home/apt,201,3,41,2023-06-03,4.24,1,9,41,0.9753424657534246
17097,686080674891680490,Rental unit in Madrid · ★4.25 · 1 bedroom · 1 bed · 1 bath,466924165,Pierre Paul,Salamanca,Castellana,40.42996,-3.68442,Entire home/apt,76,2,12,2023-05-18,1.29,4,258,12,0.29315068493150687
17098,688291898080467147,Rental unit in Madrid · ★4.50 · 1 bedroom · 1 bed · 1 bath,188829686,Cristina,Ciudad Lineal,Concepción,40.4348,-3.65875,Entire home/apt,60,1,6,2023-02-28,0.65,1,0,6,1.0
17099,688758329094725336,Rental unit in Madrid · ★4.91 · 1 bedroom · 1 bed · 1 bath,473125666,Abdullah,Centro,Embajadores,40.4136,-3.70277,Entire home/apt,139,3,46,2023-06-01,4.76,3,180,46,0.5068493150684932
17100,688816885556313033,Rental unit in Madrid · ★4.56 · 1 bedroom · 1 bed · 0 baths,418525308,Miguel Ángel,Centro,Universidad,40.4241709,-3.7012551,Entire home/apt,117,1,16,2023-05-26,1.79,1,243,16,0.33424657534246577
17101,686170952419379310,Rental unit in Madrid · ★4.49 · 1 bedroom · 1 bed · 1 shared bath,200753943,Jonathan,Arganzuela,Palos de Moguer,40.40445,-3.69004,Private room,53,2,53,2023-06-04,5.82,1,58,53,0.8410958904109589
17102,688831380702014226,Rental unit in Madrid · ★4.96 · 1 bedroom · 1 bed · 1 bath,10765698,Jesús,Villa de Vallecas,Casco Histórico de Vallecas,40.37511,-3.6103395,Entire home/apt,70,15,24,2023-05-07,2.4,1,302,24,0.1726027397260274
17103,686327363314855087,Rental unit in Madrid · ★5.0 · 2 bedrooms · 2 beds · 1.5 baths,8321213,Paula,Centro,Cortes,40.4132949,-3.6994713,Entire home/apt,130,20,6,2023-04-01,0.69,29,248,6,0.32054794520547947
17104,686657851136997435,Rental unit in Madrid · ★5.0 · 1 bedroom · 1 bed · 1.5 baths,462393451,Alejandro,Ciudad Lineal,Ventas,40.43196,-3.65164,Private room,55,1,7,2023-04-29,0.71,2,298,7,0.18356164383561643
17105,688833720102322908,Rental unit in Madrid · ★4.55 · 1 bedroom · 1 bed · 1 bath,461633679,Nadia Y Dani,Centro,Justicia,40.42216511156586,-3.700581081211567,Entire home/apt,113,1,20,2023-06-05,2.2,2,355,20,0.0273972602739726
17106,686717606096042355,Rental unit in Madrid · ★4.47 · 2 bedrooms · 2 beds · 1 bath,6288128,Javier,Centro,Justicia,40.42744,-3.69971,Entire home/apt,87,3,36,2023-06-07,3.9,14,201,36,0.44931506849315067
17107,686730196381628788,Rental unit in Madrid · ★3.75 · 1 bedroom · 1 bed · 1 bath,446760611,Raul,Tetuán,Berruguete,40.46208,-3.70797,Entire home/apt,100,7,4,2022-11-01,0.44,24,356,4,0.024657534246575342
17108,688834425921594518,Rental unit in Madrid · 2 bedrooms · 2 beds · 2 baths,434208714,Blueground,Retiro,Ibiza,40.4177836,-3.6777343,Entire home/apt,126,30,1,2023-01-26,0.22,145,230,1,0.3698630136986301
17109,688836353166846739,Rental unit in Madrid · ★5.0 · 1 bedroom · 1 bed · 1 bath,473125666,Abdullah,Centro,Embajadores,40.413351224255166,-3.702901324454571,Entire home/apt,137,3,8,2022-11-01,0.83,3,62,8,0.8301369863013699
17110,686740615563724343,Rental unit in Madrid · ★4.23 · 1 bedroom · 2 beds · 1 bath,6288128,Javier,Centro,Justicia,40.42281,-3.69875,Entire home/apt,80,2,43,2023-05-25,4.27,14,254,43,0.3041095890410959
17111,688863121568067635,Rental unit in Madrid · 5 bedrooms · 5 beds · 2.5 baths,6857159,Elena,Retiro,Ibiza,40.41687,-3.67271,Private room,45,1,2,2022-11-26,0.29,3,224,2,0.3863013698630137
17112,686942857359651752,Rental unit in Madrid · ★4.88 · 1 bedroom · 2 beds · 1 bath,120066393,Lola,Salamanca,Lista,40.432226,-3.6742359,Entire home/apt,120,2,25,2023-05-27,2.46,13,271,25,0.25753424657534246
17113,688877783921851725,Rental unit in Madrid · ★4.67 · 2 bedrooms · 3 beds · 1 bath,381347200,Lara Inés,Centro,Embajadores,40.41136769490292,-3.702834099453469,Entire home/apt,120,4,30,2023-05-30,5.73,1,52,30,0.8575342465753425
17115,688884230870724370,Rental unit in Madrid · ★4.77 · 2 bedrooms · 3 beds · 2 baths,106591951,Luxa Home,Salamanca,Recoletos,40.42324,-3.68222,Entire home/apt,345,1,22,2023-06-01,2.63,46,85,22,0.7671232876712328
17116,688895330626006446,Rental unit in Madrid · ★4.11 · Studio · 3 beds · 1 bath,456596129,Jesús,Usera,Moscardó,40.38828,-3.70299,Entire home/apt,114,1,9,2023-06-03,0.89,1,336,9,0.07945205479452055
17117,691825287550673729,Rental unit in Madrid · ★4.40 · 1 bedroom · 2 beds · 1 bath,418270816,Limehome,Salamanca,Castellana,40.42905,-3.6803691,Entire home/apt,165,1,5,2023-05-15,0.81,34,25,5,0.9315068493150684
17118,688898029169523286,Rental unit in Madrid · ★4.77 · 1 bedroom · 1 bed · 1 shared bath,265665284,Maybe,Ciudad Lineal,Pueblo Nuevo,40.42644,-3.63862,Private room,35,2,13,2022-12-12,1.42,1,314,13,0.13972602739726028
17119,691827375145062533,Rental unit in Madrid · 1 bedroom · 2 beds · 1 bath,418270816,Limehome,Salamanca,Castellana,40.42905,-3.6803691,Entire home/apt,239,1,1,2023-01-25,0.22,34,48,1,0.8684931506849315
17123,688951614567212428,Rental unit in Madrid · 1 bedroom · 1 bed · 1 shared bath,12293440,David,Chamberí,Arapiles,40.43755740132666,-3.7071088259388376,Private room,35,12,1,2023-04-01,0.42,3,16,1,0.9561643835616438
17124,688959770664747657,Rental unit in Madrid · ★4.36 · 1 bedroom · 1 bed · 1 bath,473951139,Adolfo,Centro,Palacio,40.4102088,-3.7126727,Entire home/apt,68,3,28,2023-05-23,3.0,1,306,28,0.16164383561643836
17127,688968404059646944,Rental unit in Madrid · 1 bedroom · 1 bed · 1 bath,204662752,Tania & Gonzalo,Tetuán,Castillejos,40.46174,-3.69558,Entire home/apt,52,30,1,2023-01-14,0.2,4,194,1,0.4684931506849315
17128,691835894355263410,Rental unit in Madrid · ★4.69 · 1 bedroom · 2 beds · 1 bath,418270816,Limehome,Centro,Universidad,40.423615,-3.704367,Entire home/apt,180,1,16,2023-05-13,3.4,34,48,16,0.8684931506849315
17129,691838183237599501,Rental unit in Madrid · 1 bedroom · 1 bed · 1 bath,418270816,Limehome,Centro,Universidad,40.423615,-3.704367,Entire home/apt,163,1,1,2022-12-28,0.18,34,31,1,0.915068493150685
17131,691840288848786622,Rental unit in Madrid · 1 bedroom · 2 beds · 1 bath,418270816,Limehome,Centro,Universidad,40.42362,-3.70437,Entire home/apt,160,1,1,2023-02-17,0.26,34,14,1,0.9616438356164384
17132,689140957190143849,Rental unit in Madrid · ★4.83 · 1 bedroom · 1 bed · 1 shared bath,153229405,Ignacio,Centro,Palacio,40.41286,-3.70835,Private room,64,1,84,2023-05-30,8.34,7,351,84,0.038356164383561646
17133,691842542508923151,Rental unit in Madrid · 1 bedroom · 2 beds · 1 bath,418270816,Limehome,Centro,Universidad,40.423615,-3.704367,Entire home/apt,216,1,2,2023-05-12,1.18,34,46,2,0.873972602739726
17134,691844749207778739,Rental unit in Madrid · 1 bedroom · 2 beds · 1 bath,418270816,Limehome,Centro,Universidad,40.423615,-3.704367,Entire home/apt,209,1,1,2023-05-17,1.0,34,51,1,0.8602739726027397
17135,689469928710488032,Rental unit in Madrid · ★4.75 · 1 bedroom · 1 bed · 2 shared baths,184182643,Maria,Arganzuela,Acacias,40.4021824,-3.7023437,Private room,67,2,4,2023-02-26,0.86,1,313,4,0.14246575342465753
17137,691847630822982954,Rental unit in Madrid · ★4.27 · 1 bedroom · 1 bed · 1.5 baths,394687867,Jorge,Centro,Palacio,40.42262,-3.71084,Entire home/apt,87,2,26,2023-05-18,2.71,58,265,26,0.273972602739726
17138,691849130284036955,Rental unit in Madrid · 1 bedroom · 2 beds · 1 bath,418270816,Limehome,Centro,Universidad,40.423615,-3.704367,Entire home/apt,169,1,1,2023-02-01,0.23,34,38,1,0.8958904109589041
17141,689503520226916175,Loft in Madrid · ★4.82 · 1 bedroom · 2 beds · 1.5 baths,474091860,Antonio,Fuencarral - El Pardo,Pilar,40.4726694,-3.7145458,Entire home/apt,82,2,17,2023-05-07,2.3,1,329,17,0.09863013698630137
17143,689517042532623010,Rental unit in Madrid · ★4.25 · 1 bedroom · 1 bed · 1 private bath,474094185,Ross Marina,Centro,Embajadores,40.4067421,-3.7053695,Private room,43,2,48,2023-05-14,5.71,1,6,48,0.9835616438356164
17144,691971184191693434,Rental unit in Madrid · ★4.53 · 1 bedroom · 2 beds · 1 bath,4975799,Kristian,Centro,Sol,40.41492,-3.70415,Entire home/apt,115,1,19,2023-06-02,1.97,15,156,19,0.5726027397260274
17145,689548011423163442,Rental unit in Madrid · ★4.78 · 1 bedroom · 1 bed · 1.5 baths,416958665,Blanca,Centro,Palacio,40.40938,-3.71204,Entire home/apt,75,5,18,2023-05-29,2.14,1,255,18,0.3013698630136986
17146,692558393608895219,Rental unit in Madrid · ★4.75 · 1 bedroom · 1 bed · 1 shared bath,18754254,Melisa,Moncloa - Aravaca,Argüelles,40.42054132161605,-3.7169314920030714,Private room,79,3,4,2023-04-30,1.94,1,59,4,0.8383561643835616
17147,689560611839146469,Loft in Madrid · ★4.94 · 1 bedroom · 2 beds · 1 bath,153330998,Miguel Angel,Retiro,Pacífico,40.40603,-3.67627,Entire home/apt,99,2,35,2023-06-04,4.29,1,169,35,0.536986301369863
17148,692629939922090554,Rental unit in Madrid · ★4.83 · 1 bedroom · 2 beds · 1 bath,464202589,Maria Y Jorge,Salamanca,Guindalera,40.436,-3.66665,Entire home/apt,116,18,24,2023-04-10,2.56,5,85,24,0.7671232876712328
17149,689561278702045979,Rental unit in Madrid · 1 bedroom · 2 beds · 1 bath,459731394,Fernando,Centro,Universidad,40.42274,-3.70265,Entire home/apt,132,1,1,2023-01-23,0.22,6,364,1,0.0027397260273972603
17150,692712008247568228,Rental unit in Madrid · ★5.0 · 1 bedroom · 2 beds · 1 private bath,901218,Myrko,Centro,Palacio,40.41435,-3.71107,Private room,110,1,9,2023-06-05,1.05,50,360,9,0.0136986301369863
17151,689573949888692087,Rental unit in Madrid · ★5.0 · 1 bedroom · 2 beds · 1 bath,4219180,Alicia,Chamberí,Vallehermoso,40.4453784,-3.704282499999999,Entire home/apt,93,32,5,2023-05-08,0.63,2,293,5,0.19726027397260273
17152,692782027249866554,Rental unit in Madrid · ★4.67 · 1 bedroom · 1 bed · 1 shared bath,438805193,Abril,Villaverde,Los Angeles,40.34912,-3.69859,Private room,28,3,15,2023-05-08,1.75,1,193,15,0.4712328767123288
17154,692791121039780472,Rental unit in Madrid · ★3.33 · 1 bedroom · 2 beds · 1 bath,86777756,Vera,Centro,Embajadores,40.40891,-3.69824,Entire home/apt,118,2,3,2022-10-08,0.31,1,345,3,0.0547945205479452
17157,689787630913156523,Rental unit in Madrid · ★4.75 · 1 bedroom · 1.5 shared baths,439208013,Lady Johana,Villa de Vallecas,Casco Histórico de Vallecas,40.36748,-3.59856,Private room,30,1,4,2023-05-23,0.44,1,289,4,0.20821917808219179
17158,692837244847309458,Rental unit in Madrid · ★3.75 · 2 bedrooms · 2 beds · 1 bath,474868016,Anouar,Puente de Vallecas,Entrevías,40.38611,-3.67114,Entire home/apt,104,1,4,2023-05-21,0.45,1,343,4,0.06027397260273973
17160,693142647859673621,Place to stay in Madrid · ★4.83 · 1 bedroom · 1 bed · 1 shared bath,474914146,Natalia,Latina,Campamento,40.3945793,-3.7745478,Private room,28,1,23,2023-06-04,2.66,1,355,23,0.0273972602739726
17161,689934580222498004,Rental unit in Madrid · ★4.56 · 1 bedroom · 1 bath,291253690,Fran Y Marta,Centro,Embajadores,40.40719,-3.69994,Entire home/apt,91,1,9,2023-06-07,1.13,180,263,9,0.27945205479452057
17162,693300003728996043,Rental unit in Madrid · ★3.0 · 2 bedrooms · 2 beds · 1.5 shared baths,22481371,Freddy,Centro,Embajadores,40.41189,-3.69851,Private room,22,20,3,2023-02-02,0.35,2,337,3,0.07671232876712329
17163,693305393338931722,Condo in Madrid · ★5.0 · 1 bedroom · 1 bed · 1.5 shared baths,287178311,Beata,Vicálvaro,Ambroz,40.40819787441313,-3.61045315861702,Private room,30,1,3,2023-06-04,0.33,1,359,3,0.01643835616438356
17164,690165234242520968,Condo in Madrid · ★5.0 · 1 bedroom · 2 beds · 1.5 baths,327353271,Julieta Y Julián,Centro,Universidad,40.42089,-3.70299,Entire home/apt,281,2,4,2023-01-07,0.49,20,363,4,0.005479452054794521
17165,693334503903459560,Rental unit in Madrid · ★4.93 · 1 bedroom · 2 beds · 1 shared bath,901218,Myrko,Centro,Palacio,40.41511,-3.71261,Private room,107,1,14,2023-05-19,1.51,50,354,14,0.030136986301369864
17166,690222278222057831,Rental unit in Madrid · ★4.86 · 2 bedrooms · 3 beds · 1 bath,408132653,Vip Stay,Centro,Embajadores,40.41063,-3.69922,Entire home/apt,103,1,85,2023-06-05,9.14,4,100,85,0.726027397260274
17167,690265525487581764,Rental unit in Madrid · ★4.66 · 2 bedrooms · 4 beds · 2 baths,377605855,Marco,Salamanca,Guindalera,40.43746,-3.67371,Entire home/apt,202,1,32,2023-06-08,3.24,266,73,32,0.8
17170,693411803528513755,Rental unit in Madrid · ★4.58 · 1 bedroom · 2 beds · 1 bath,33722058,Domingo,Centro,Universidad,40.42467,-3.70341,Entire home/apt,77,3,19,2023-03-07,2.08,2,339,19,0.07123287671232877
17171,690344868383603980,Rental unit in Madrid · ★4.68 · 1 bedroom · 1 bed · 1.5 shared baths,353903800,Sabrina Oriana,Ciudad Lineal,Quintana,40.43429,-3.65262,Private room,30,2,19,2023-05-07,1.98,1,302,19,0.1726027397260274
17172,693875684844784928,Rental unit in Madrid · ★4.88 · Studio · 1 bed · 1.5 baths,32428708,Ignacio,Arganzuela,Chopera,40.3932708,-3.697648,Entire home/apt,64,2,26,2023-06-04,2.79,1,76,26,0.7917808219178082
17174,690373592337243460,Rental unit in Madrid · 2 bedrooms · 2 beds · 2 baths,434208714,Blueground,Centro,Embajadores,40.4078887,-3.707507999999999,Entire home/apt,95,30,1,2023-02-02,0.23,145,311,1,0.14794520547945206
17175,693948349226609383,Rental unit in Madrid · ★4.80 · 2 bedrooms · 3 beds · 1 bath,475090700,Sandra,Centro,Universidad,40.4257,-3.70115,Entire home/apt,149,1,50,2023-05-15,5.36,1,10,50,0.9726027397260274
17177,694067668055825869,Rental unit in Madrid · ★4.73 · 1 bedroom · 1 bed · 1 bath,12513826,Giuseppe,Centro,Universidad,40.4273,-3.70426,Entire home/apt,86,3,22,2023-04-30,2.66,2,63,22,0.8273972602739726
17178,690504087184631487,Rental unit in Madrid · ★4.73 · 1 bedroom · 2 beds · 1 bath,120066393,Lola,Centro,Universidad,40.42092309480563,-3.702671527862549,Entire home/apt,83,3,37,2023-05-31,4.07,13,302,37,0.1726027397260274
17179,690511678871437627,Condo in Madrid · ★4.61 · 1 bedroom · 1 bed · 1 shared bath,171773144,Jose L,Carabanchel,Buenavista,40.37118,-3.75434,Private room,33,3,31,2023-05-10,3.48,3,268,31,0.26575342465753427
17180,694134220817476678,Rental unit in Madrid · ★4.97 · 1 bedroom · 1 bed · 1 bath,28505202,Hugo,Centro,Universidad,40.42897749999999,-3.7092575,Entire home/apt,147,4,34,2023-06-01,3.67,1,208,34,0.4301369863013699
17181,690633433754869054,Rental unit in Madrid · 2 bedrooms · 2 beds · 1 bath,291253690,Fran Y Marta,Centro,Justicia,40.42345,-3.69973,Entire home/apt,154,28,1,2023-05-23,1.0,180,319,1,0.12602739726027398
17182,691009136272436909,Rental unit in Madrid · ★4.60 · 1 bedroom · 3 beds · 1 bath,440993833,Empresa Inagi,Tetuán,Cuatro Caminos,40.44706,-3.70155,Entire home/apt,117,1,5,2023-06-02,0.54,8,242,5,0.336986301369863
17183,694189756576924997,Guesthouse in Madrid · ★4.42 · 1 bedroom · 1 bed · 1 shared bath,458549699,Clara,Centro,Embajadores,40.40944574383027,-3.6981533467769614,Private room,66,2,12,2023-05-14,1.29,3,336,12,0.07945205479452055
17184,691032519284219187,Condo in Madrid · 1 bedroom · 1 bed · 1 bath,30265922,Alfredo,Centro,Embajadores,40.41329209999999,-3.702241019049071,Entire home/apt,109,3,1,2022-11-04,0.14,1,335,1,0.0821917808219178
